Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
LF_MAA_FM_Link,2.77555756156289E-17,-8.32667268468867E-17,5.55111512312578E-17,0,0,0,0.000267035375555135,1.02363560629468E-08,-4.58599767200016E-24,1.70384726849834E-24,1.04188302362429E-08,-1.27731921307206E-09,1.91775905544512E-08,0,0,0,0,0,0,package://v2_4/meshes/LF_MAA_FM_Link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://v2_4/meshes/LF_MAA_FM_Link.STL,,floatingMass-5,LF_MAA_FM_Link,LF_MAA_SlideJoint,LF_MAA_SlideJoint,prismatic,0.0100000000000001,0.0149999999999999,-0.105,0,0,0,LF_MAA_UPLink,0,0.141421356237308,-0.989949493661167,0,0,0,0,,,,,,,,
LF_MAA_LOLink,0.0100015812569088,-0.0053087361764389,0.0341502884859824,0,0,0,0.0161000353690241,9.30652305873051E-06,2.88814907869005E-10,8.78566870825003E-11,9.08331331570099E-06,1.01764862302278E-06,1.90973319075029E-06,0,0,0,0,0,0,package://v2_4/meshes/LF_MAA_LOLink.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://v2_4/meshes/LF_MAA_LOLink.STL,,MAA_lower-2,LF_MAA_LOLink,LF_MAA_FM_SlideJoint,LF_MAA_FM_SlideJoint,prismatic,-0.01,0.015,-0.105,0,0,0,LF_MAA_FM_Link,0,-0.14142,0.98995,0,0,0,0,,,,,,,,
RF_MAA_UPLink,-0.0097509037334671,0.00679664671253413,-0.0501949128795336,0,0,0,0.0278698742234461,2.38906529110241E-05,9.91680363112484E-08,-4.11185815195557E-09,2.34651977795545E-05,3.1115002664688E-06,2.41102271997974E-06,0,0,0,0,0,0,package://v2_4/meshes/RF_MAA_UPLink.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://v2_4/meshes/RF_MAA_UPLink.STL,,MAA_upper_left-2,RF_MAA_UPLink,RF_MAA_UP,RF_MAA_UPJoint,revolute,0.125,0.175,-0.105,0,0,0,base_link,-1,0,0,0,0,0,0,,,,,,,,
RF_MAA_FM_Link,0,2.77555756156289E-17,5.55111512312578E-17,0,0,0,0.00026703537555513,1.02363560629466E-08,3.7005757293591E-24,-3.05891287672673E-26,1.04188302362426E-08,-1.27731921307203E-09,1.91775905544509E-08,0,0,0,0,0,0,package://v2_4/meshes/RF_MAA_FM_Link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://v2_4/meshes/RF_MAA_FM_Link.STL,,floatingMass-4,RF_MAA_FM_Link,RF_MAA_SlideJoint,RF_MAA_SlideJoint,prismatic,-0.00999999999999918,0.0149999999999999,-0.105,0,0,0,RF_MAA_UPLink,0,0.14142135623731,-0.989949493661166,0,0,0,0,,,,,,,,
RF_MAA_LOLink,-0.00999841874309126,-0.00530873617643882,0.0341502884859823,0,0,0,0.0161000353690241,9.30652305873053E-06,2.88814907869573E-10,8.78566870798932E-11,9.083313315701E-06,1.01764862302277E-06,1.9097331907503E-06,0,0,0,0,0,0,package://v2_4/meshes/RF_MAA_LOLink.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://v2_4/meshes/RF_MAA_LOLink.STL,,MAA_lower-3,RF_MAA_LOLink,RF_MAA_FM_SlideJoint,RF_MAA_FM_SlideJoint,prismatic,0.0100000000000001,0.0150000000000001,-0.105,0,0,0,RF_MAA_FM_Link,0,-0.141421356237309,0.989949493661166,0,0,0,0,,,,,,,,
LB_MAA_UPLink,0.00975090371441956,-0.00679664652265177,-0.0501949123499262,0,0,0,0.027869874642907,2.38906529270818E-05,9.916802618705E-08,4.1118570710299E-09,2.34651977842924E-05,-3.11150027150545E-06,2.41102271727606E-06,0,0,0,0,0,0,package://v2_4/meshes/LB_MAA_UPLink.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://v2_4/meshes/LB_MAA_UPLink.STL,,MAA_upper_left-1,LB_MAA_UPLink,LB_MAA_UP,LB_MAA_UPJoint,revolute,-0.125000000000001,-0.174999999999992,-0.104999999999989,0,0,0,base_link,1,0,0,0,0,0,0,,,,,,,,
LB_MAA_FM_Link,3.88578058618805E-16,-2.20268248085631E-13,-2.94653190735517E-13,0,0,0,0.000267035375555129,1.02363560629466E-08,-8.45925209614832E-24,-2.32383644002313E-24,1.04188302362426E-08,1.27731921307203E-09,1.91775905544509E-08,0,0,0,0,0,0,package://v2_4/meshes/LB_MAA_FM_Link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://v2_4/meshes/LB_MAA_FM_Link.STL,,floatingMass-8,LB_MAA_FM_Link,LB_MAA_SlideJoint,LB_MAA_SlideJoint,prismatic,0.01,-0.0149999999997882,-0.104999999999716,0,0,0,LB_MAA_UPLink,0,-0.141421356237392,-0.989949493661155,0,0,0,0,,,,,,,,
LB_MAA_LOLink,0.0099984187414027,0.00530873618714156,0.0341502885027418,0,0,0,0.0161000353525851,9.30652305816206E-06,2.88815240929556E-10,-8.78568622971045E-11,9.08331331718968E-06,-1.01764862281575E-06,1.90973319061552E-06,0,0,0,0,0,0,package://v2_4/meshes/LB_MAA_LOLink.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://v2_4/meshes/LB_MAA_LOLink.STL,,MAA_lower-4,LB_MAA_LOLink,LB_MAA_FM_SlideJoint,LB_MAA_FM_SlideJoint,prismatic,-0.01,-0.015,-0.105,0,0,0,LB_MAA_FM_Link,0,0.14142,0.98995,0,0,0,0,,,,,,,,
RB_MAA_UPLink,-0.00946571414697367,-0.00225917568112477,-0.0214301582066529,0,0,0,0.101356076671741,3.18717792694342E-05,-7.735334089753E-07,-3.20613547792923E-08,3.15931219588277E-05,-2.91795713974515E-06,1.37824742703697E-05,0,0,0,0,0,0,package://v2_4/meshes/RB_MAA_UPLink.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://v2_4/meshes/RB_MAA_UPLink.STL,,MAA_upper_right-1,RB_MAA_UPLink,RB_MAA_UP,RB_MAA_UpJoint,revolute,0.125,-0.175,-0.105,0,0,0,base_link,-1,0,0,0,0,0,0,,,,,,,,
RB_MAA_FM_Link,-5.55111512312578E-17,1.11022302462516E-16,-1.11022302462516E-16,0,0,0,0.000267035375555129,1.02363560629466E-08,-1.29408981273724E-24,1.39306597163962E-25,1.04188302362426E-08,1.27731921307203E-09,1.91775905544509E-08,0,0,0,0,0,0,package://v2_4/meshes/RB_MAA_FM_Link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://v2_4/meshes/RB_MAA_FM_Link.STL,,floatingMass-3,RB_MAA_FM_Link,RB_MAA_SlideJoint,RB_MAA_SlideJoint,prismatic,-0.0100000000000004,-0.0149999999999997,-0.105,0,0,0,RB_MAA_UPLink,0,-0.14142135623731,-0.989949493661166,0,0,0,0,,,,,,,,
